name;instagram;Bundesland;Verband;Datum;Ort;Geschlecht;Alter;Squat;Bench;deadlift
Jonas Happ;None;None;GRAWA;22.10.2011;None;M;;;107,5;
Lauro Biastoch;None;TH;BVDK;09.06.2018;None;M;14~;;;112,5
Anita Thimm;None;BB;BVDK;21.09.2014;Deutschland;W;64;;70;
Harald Decker;None;MV;BVDK;04.11.2017;None;M;62;;105;
Peter Schlegel;None;None;WPF;31.10.2019;Deutschland;M;56;;125;
Kathrin Thoms;None;NRW;BVDK;25.05.2013;None;W;;;70;
Alexander Weinberger;None;BY;BVDK;02.03.2013;None;M;38;;112,5;
Pascal Hoffmann;None;BB;BVDK;13.08.2019;None;M;;;120;
Peter Siemens;None;NRW;BVDK;21.05.2016;Deutschland;M;27;;122,5;
Vitalij Lenkovets;None;NRW;BVDK;26.01.2019;None;M;;;122,5;
Dirk Hilgruber;None;None;GRAWA;05.06.2011;None;M;;;120;
Steffen Stockmann;None;None;GRAWA;12.03.2016;None;M;;;105;
Heide Hagner;None;None;BVDG;14.12.1985;None;W;27~;;60;
Latzke Werner;None;MV;BVDK;18.03.2017;None;M;63~;;120;
Jens Fürstenberg;None;None;GRAWA;28.11.2009;None;M;;;120;
Erwin Maurer;None;None;BVDG;22.11.1983;None;M;18~;;90;
Kai Scheiffele;None;None;GDFPF;16.10.2021;None;M;42;;;110
Marc Laaß;None;None;GRAWA;09.12.2007;None;M;;;112,5;
Andreas Richter;None;None;GRAWA;07.06.2009;Deutschland;M;;;115;
Mario Metz;None;NRW;BVDK;30.05.2015;None;M;52;;120;
Klaus Klein;None;NRW;BVDK;09.04.2022;None;M;53~;;112,5;
Gisbert Jakst;None;SN;BVDK;24.11.2018;None;M;62~;;127,5;
A John;None;None;GRAWA;01.01.2008;None;M;;;115;
Mieczysaw Maczka;None;None;WPF;24.06.2016;Deutschland;M;61;;115;
André Bodenschatz;None;SN;BVDK;19.10.2019;None;M;31~;;105;
Andrej Schadskich;None;NRW;BVDK;09.04.2022;None;M;58~;;127,5;
Andrej Sakmann;None;None;Germany-UA;21.12.2013;None;M;24;;115;
Nick Werner;None;NRW;BVDK;20.05.2017;Deutschland;M;22;;125;
Tim Große;None;NRW;BVDK;26.01.2019;None;M;;;130;
Domitian Woloszyk;None;BY;BVDK;02.03.2013;None;M;22;;117,5;
Jens Römer;None;None;Germany-UA;21.12.2013;None;M;22;;120;
Matthias Steinbock;None;None;GRAWA;13.03.2010;None;M;;;120;
Fabian Schulz;None;None;GRAWA;23.10.2010;None;M;;;120;
Armin Bunzel;None;None;GRAWA;09.12.2007;Deutschland;M;;;115;
Kai Meister;None;None;GRAWA;22.10.2011;None;M;;;110;
Dajana Helke;None;MV;BVDK;18.03.2017;None;W;36~;;67,5;
Marcus Müller;None;TH;BVDK;04.06.2016;None;M;23~;;110;
Dominik Neuberger;None;MV;BVDK;04.11.2017;None;M;25;;112,5;
Inge Kaule;None;None;GPC;20.10.2019;Deutschland;W;66;;60;
Sabrina Bogner;None;HE;BVDK;07.08.2021;Deutschland;W;41;;66;
Claudia Vogt;None;None;GRAWA;09.10.2010;None;W;;;72,5;
Alexander Moch;None;None;GRAWA;17.03.2012;None;M;;;130;
Jurgen Kraftczyk;None;None;GRAWA;12.03.2016;None;M;;;105;
Jose Plata;None;None;BVDG;22.10.1983;Deutschland;M;33~;;97,5;
Brandt Katharina;None;MV;BVDK;17.03.2018;None;W;33~;;75;
Stefan Podojil;None;None;GRAWA;07.12.2008;None;M;;;90;
Nahir Kücükkaplan;None;MV;BVDK;04.11.2017;None;M;33~;;125;
Philipp Hoffmann;None;None;Germany-UA;21.12.2013;None;M;25;;122,5;
Edith Scherpf;None;None;BVDG;01.12.1984;None;W;;;55;
Dominic Niemietz;None;BY;BVDK;21.04.2018;None;M;;;125;
Nikolej Sandimirow;None;None;GRAWA;18.03.2007;None;M;;;100;
Detlef Hagen;None;None;GDFPF;16.10.2021;None;M;57;;130;
Georg Ramsauer;None;MV;BVDK;04.11.2017;Deutschland;M;69~;;125;
Achim Flett;None;None;WUAP-Germany;04.09.2021;None;M;62~;;125;
Peter Fallows;None;None;BVDG;19.11.1983;None;M;;;90;
Kevin Klöppel;None;TH;BVDK;04.06.2016;None;M;29~;;117,5;
Chrisitan Nehrkorn;None;MV;BVDK;18.03.2017;None;M;47~;;125;
Raad Nasser;None;NRW;BVDK;26.01.2019;None;M;;;107,5;
Andrè Kühn;None;None;WUAP;05.10.2016;Deutschland;M;65~;;110;
Sebastian Salomo;None;BY;BVDK;14.07.2018;None;M;21~;;120;
Tobias Papke;None;MV;BVDK;17.03.2018;None;M;31~;;120;
Daniela Adamkiewicz;None;None;WUAP;05.10.2016;Deutschland;W;38~;;65;
Tanja Meins;None;SH;BVDK;02.02.2019;None;W;47;;87,5;
Tanja Artar;None;BY;BVDK;05.11.2016;Deutschland;W;43;;70;
Rosina Polster;None;BY;BVDK;14.07.2018;Deutschland;W;33;;70;
Wolfgang Nemack;None;None;BVDG;11.12.1982;None;M;;;105;
Andreas Aksoy;None;BY;BVDK;14.07.2018;None;M;45~;;120;
Thomas Struppe;None;None;GDFPF;16.10.2021;None;M;36;;105;
Uwe Klobedantz;None;None;BVDK;06.10.2018;None;M;;;127,5;
Arnold Lesemann;None;NI;BVDK;13.04.2019;None;M;64~;;125;
Bernd Schmid;None;None;GPC;20.10.2019;Deutschland;M;56;;105;
Franz Bendl;None;BY;BVDK;21.04.2018;None;M;;;130;
Beate Kussner;None;None;BVDG;01.12.1984;None;W;;;57,5;
Romina Hellmich;None;BY;BVDK;21.04.2018;None;W;;;65;
Ulrike Engelhardt;None;None;BVDG;01.12.1984;None;W;24~;;77,5;
Sonja Kruwinus;None;None;GRAWA;27.10.2012;None;W;;;70;
Frank Böhler;None;BY;BVDK;05.11.2016;None;M;49~;;102,5;
Raphael Lehner;None;BB;BVDK;13.09.2015;None;M;17~;;110;
Siegfried Wege;None;None;WUAP;05.10.2016;Deutschland;M;72~;;115;
Fabian Domning;None;BB;BVDK;18.03.2017;None;M;45;;117,5;
Mathlouthi Ferdie;None;MV;UPC-Germany;05.05.2018;None;W;;;72,5;
Sven Alexander Malmberg;None;None;BVDK;05.11.2021;None;M;33~;;110;
Sofia Walter;sofiawltr;BY;BVDK;14.07.2018;Deutschland;W;21;;75;
Dr. Heiner Schildbach;None;None;GRAWA;18.05.2012;None;M;69;;120;
Ingeborg Graf;None;None;BVDG;01.12.1984;None;W;;;72,5;
Jan Leiste;None;BB;BVDK;04.05.2019;None;M;34~;;110;
Ronja Hofmann;None;None;GPU;02.05.2022;Deutschland;W;21;;72,5;
Markus Bartel;None;None;BVDG;01.12.1984;None;M;;;87,5;
Alexander Bock;None;None;BVDK;09.11.2019;None;M;32;;85;
Marcel Weiß;None;None;GRAWA;17.03.2012;None;M;;;125;
Godula von Bachhaus;None;None;BVDG;01.12.1984;Deutschland;W;;;57,5;
Tobias Nothaft;None;BB;BVDK;13.09.2015;None;M;19~;;102,5;
Cornelia Machaczeck;None;HE;BVDK;27.07.2019;None;W;24;;72,5;
Oliver Otto Rinn;None;BB;BVDK;21.09.2014;None;M;42;;115;
David Thomas Klaum;None;HE;BVDK;29.10.2016;None;M;16;;125;
Horst Bauer;None;BY;BVDK;14.07.2018;None;M;60;;110;
Switlana Medinkov;None;None;GPU;23.08.2022;Deutschland;W;49;;67,5;
Anton Weißenfeld;None;None;BVDK;05.11.2021;None;M;19~;;125;
Siegfried Eggl;None;BY;BVDK;02.03.2013;None;M;71;;115;
Klaus Müller;None;HE;BVDK;28.10.2017;None;M;55~;;115;
Burkhardt Krohn;None;None;GRAWA;10.09.2011;None;M;;102,5;;
Arthur Ahle;None;BY;BVDK;02.03.2013;Deutschland;M;71;;110;
Hans-Werner Kössl;None;None;BVDK;17.11.2018;None;M;71;;115;
Lukas Marsfelde;None;HE;BVDK;15.06.2019;None;M;21;;115;
Matthias Feldmeyer;None;BY;BVDK;02.03.2013;None;M;29;;100;
Paul Kogg;None;None;UPC-Germany;01.03.2017;None;M;;;120;
Martin Bader;None;BY;BVDK;05.11.2016;None;M;42;;125;
Sarah Zihms;None;None;Germany-UA;09.12.2006;None;W;17;;77,5;
Stefan Weilmünster;None;None;BVDK;09.11.2019;None;M;51;;115;
Andreas Vigh;None;None;UPC-Germany;31.03.2016;None;M;;;105;
Simon Bils;None;HE;BVDK;07.08.2021;None;M;;;125;
Thorsten Kemper;None;None;GRAWA;18.03.2007;None;M;18~;;117,5;
Franz Bunge;None;BB;BVDK;13.08.2019;None;M;;;115;
Justin Eulitz;None;None;BVDK;05.11.2021;None;M;18~;;112,5;
Cindy Kruschel;None;BY;BVDK;05.11.2016;None;W;37;;65;
Stephan van Wichelen;None;None;GRAWA;07.06.2009;None;M;;;110;
Finn Müller;None;None;GPU;01.02.2020;Deutschland;M;16;;;100
Rafail Karanikolas;None;None;BVDK;06.10.2018;Deutschland;M;22~;;110;
Ernst Nasgowitz;None;None;IPF;14.12.1991;Deutschland;M;58;;120;
Karin Behrends;None;IL;WUAP;17.10.2019;Deutschland;W;55;;77,5;
Lahl Türksever;None;None;PAGermany;01.05.2015;None;W;;;;95
Carsten Schaad;None;None;Germany-UA;01.12.2009;None;M;;;97,5;
Andreas Rüff;None;None;BVDG;22.11.1983;None;M;25~;;85;
Nico Winkler;None;None;GDFPF;10.03.2018;None;M;21;;110;
Annemarie Hampp;None;None;BVDG;14.12.1985;None;W;25~;;70;
Jens Schlottman;None;MV;BVDK;13.04.2019;None;M;45~;;100;
Karl-Heinz Wendel;None;None;GRAWA;07.12.2008;None;M;;;125;
Mirco Bonemann;None;NRW;BVDK;25.05.2013;None;M;;;95;
Jürgen Schewitza;None;None;WUAP;15.10.2018;Deutschland;M;55;;117,5;
Justin Wiban;None;None;BVDK;05.11.2021;None;M;19~;;120;
Daniela Adamkewics;None;None;UPC-Germany;31.03.2016;None;W;;;62,5;
Berhard Schmid;None;None;WUAP;17.10.2017;Deutschland;M;53;;105;
Tatjana Veremenko;None;None;WPF;13.06.2014;Deutschland;W;50;;75;
Bernhard Schmid;None;None;WUAP;15.10.2018;Deutschland;M;55;;100;
Georg Kern;None;None;BVDG;22.10.1983;None;M;;;105;
Lahe Türksever;None;None;PAGermany;30.04.2016;Deutschland;M;;;;115
Juri Nechyporenko;None;BB;BVDK;14.08.2018;None;M;;;117,5;
Arnold Müller;None;None;PAGermany;01.05.2015;None;M;20;;107,5;
Klaus Dieter Disse-Stebner;None;NRW;BVDK;11.10.2014;None;M;60~;;122,5;
Heiner Schildbch;None;None;GRAWA;12.03.2016;None;M;;;117,5;
Melissa Geimer;None;None;GRAWA;30.07.2011;None;W;;;70;
Oliver Meske;None;None;GRAWA;02.03.2008;None;M;;;115;
Mieczyslaw Marzka;None;None;GPC;26.05.2018;Deutschland;M;63;;107,5;
Karl-Heinz Moos;None;HE;BVDK;29.10.2016;None;M;56;;120;
Alexis Nidenz;None;NRW;BVDK;09.04.2022;None;M;17~;;110;
Ronny Reiche;None;None;PAGermany;01.05.2015;None;M;32;;105;
Nico Carstens;None;MV;UPC-Germany;10.03.2019;None;M;18~;;92,5;
Marc Pyplatz;None;None;GRAWA;14.09.2008;None;M;18~;;120;
Jaroslaw Wowk;None;BB;BVDK;15.09.2012;None;M;28~;;110;
Anja Gresens;None;None;GRAWA;01.01.2013;None;W;;;70;
Mirko Schulze-Jaedtke;None;SN;UPC-Germany;08.03.2018;None;M;;;85;
Katrin Schafer;None;None;GRAWA;09.10.2010;None;W;31~;;67,5;
Paolo Friolo;None;HE;BVDK;25.10.2014;None;M;17;;105;
Roland Stecher;None;BY;BVDK;05.11.2016;None;M;53;;112,5;
Werner Bongard Heinz;None;None;WPF;10.11.2017;Deutschland;M;73;;100;
Armin Kasimir;None;NRW;BVDK;26.01.2019;Deutschland;M;60~;;115;
Nico Berger;None;SN;BVDK;19.10.2019;None;M;18;;110;
Manfred Seitz;None;None;WUAP-Germany;06.05.2022;Deutschland;M;63~;;105;
Gabrielle Huttenlocher;None;None;GDFPF;27.05.2012;Deutschland;W;40;;;75
Daniel Mengering;None;None;GPU;16.04.2016;Deutschland;M;21~;;110;
Yasin Abidinoglu;None;None;PAGermany;01.05.2015;None;M;;;;115
Stephan Krebs;None;None;BVDK;09.11.2019;None;M;60;;115;
Alfons Bischl;None;None;BVDG;22.10.1983;None;M;48;;120;
Eliane Hartfiel;None;None;BVDG;01.12.1984;None;W;;;52,5;
Gerd Becker;None;BB;BVDK;21.09.2014;Deutschland;M;70;;105;
Enerik Binaj;None;NRW;BVDK;26.01.2019;None;M;;;105;
Rene Pascheberg;None;NRW;BVDK;09.04.2022;None;M;35~;;125;
Doris Augustiniok;None;BY;BVDK;08.06.2019;Deutschland;W;47;;65;
Norbert Hanke;None;None;BVDK;05.11.2021;None;M;71;;110;
Peter Schwarz;None;None;GRAWA;07.06.2009;None;M;;;125;
Christa Obermayer;None;None;BVDG;14.12.1985;None;W;23~;;55;
Andreas Seidel;None;BB;BVDK;04.05.2019;None;M;38~;;105;
Klaus Disse-Stebner;None;NRW;BVDK;10.10.2015;Deutschland;M;62;;122,5;
Guido Skistims;None;None;GRAWA;10.04.2011;None;M;;;100;
Benjamin Bauer;None;BB;BVDK;04.10.2013;None;M;21;;105;
Ron Wächter;None;TH;BVDK;25.08.2018;None;M;28;;120;
Ivonne Ludwig;None;SN;BVDK;19.10.2019;Deutschland;W;42;;63;
Volker Köhler;None;None;BVDG;14.12.1985;None;M;22~;;72,5;
Gary Schmidt;None;None;WPF;01.06.2012;Deutschland;M;20;;85;
Martin Lowen;None;None;GRAWA;01.01.2013;None;M;;;100;
Heinz Bongard;None;None;WPF;31.10.2019;Deutschland;M;75;;100;
Angelika Schuster;None;None;BVDG;14.12.1985;None;W;22~;;70;
Sigrid Sack;None;None;IRP;17.11.2012;Deutschland;W;63;;60;
Jonas Toparkus;None;MV;UPC-Germany;10.03.2019;None;M;18;;95;
Jadali Hamidreza;None;MV;BVDK;13.04.2019;None;M;21~;;95;
Johannes Masal;None;BY;BVDK;21.04.2018;None;M;18~;;105;
Helmut Nebelung;None;NV;GPC;13.09.2015;Deutschland;M;71;;107,5;
Edwin von Lemberg;None;None;PAGermany;28.04.2017;Deutschland;M;21;;105;
Tatjana Paunov;None;BB;BVDK;04.05.2019;None;W;23~;;60;
Manuela Kunz;None;None;GRAWA;13.11.2010;None;W;;;60;
Christina Weiland;None;NI;BVDK;13.04.2019;None;W;28~;;77,5;
Christian Storch;None;MV;UPC-Germany;10.03.2019;None;M;;;95;
Sergiusz Zajac;None;None;GPU;02.05.2022;Deutschland;M;18;;95;
Jens Becker;None;BB;BVDK;03.09.2011;None;M;22~;;85;
Klaus-Peter Bartmann;None;TH;BVDK;22.04.2017;None;M;66;;97,5;
Dennis Budimovic;None;BB;BVDK;14.08.2018;None;M;;;120;
Moden Krohm;None;MV;BVDK;17.03.2018;None;M;45~;;127,5;
Johann Haas;None;BY;BVDK;21.04.2018;None;M;;;120;
Enrah Cengizhan;None;None;GRAWA;07.06.2009;None;M;;;95;
Marvin Steinig;None;ST;BVDK;08.07.2017;None;M;16~;;100;
Janis Gallert;None;TH;BVDK;14.04.2018;None;M;16~;;115;
Roland Rothenberger;None;BY;BVDK;05.11.2016;None;M;68~;;90;
Reinhard Hermann;None;BB;BVDK;04.05.2019;Deutschland;M;68~;;110;
Gerd Meyenhofer;None;IL;WUAP;17.10.2019;Deutschland;M;;;;100
Wolfgang Müller;None;BY;BVDK;05.11.2016;None;M;51;;110;
Stanislav Panasenko;None;None;WPU;01.07.2018;Deutschland;M;22~;;102;
Gerd Meyerhofer;None;MV;UPC-Germany;10.03.2019;Deutschland;M;;;;100
Phillip Spies;None;BY;BVDK;13.04.2019;None;M;31~;;122,5;
Lothar Hildebrandt;None;HE;BVDK;27.07.2019;Deutschland;M;75~;;112,5;
Torsten Scholtz;None;None;GRAWA;15.05.2010;None;M;;;110;
Henry Drieselmann;None;ST;BVDK;20.05.2017;None;M;55;;110;
Patrick Wissing;None;None;GRAWA;12.03.2016;None;M;;;105;
Alexandr Papuschin;None;BY;BVDK;02.03.2013;None;M;54;;90;
Heiner Dr. Schildbach;None;None;WUAP;05.10.2016;Deutschland;M;;;115;
Falk Hempel;None;None;BVDK;17.11.2018;None;M;66;;110;
Karl-Heinz Flissikowski;None;None;GDFPF;10.03.2018;None;M;69;;;100
Nico Röhrle;None;NRW;BVDK;26.01.2019;Deutschland;M;;;107,5;
Lukas Dahlke;None;HE;BVDK;15.06.2019;None;M;19;;100;
Viktor Derr;None;None;GRAWA;18.03.2007;None;M;;;110;
Andrej Salzmann;None;None;Germany-UA;15.12.2012;None;M;23;;100;
Alexej Bauer;None;None;PAGermany;28.04.2017;Deutschland;M;38;;;120
Simon Rötter;None;None;GRAWA;30.07.2011;None;M;;;115;
Edith Seel;None;None;BVDG;01.12.1984;None;W;;;57,5;
Jorg Lorenz;None;None;IRP;17.11.2012;Deutschland;M;66~;;112,5;
Steffen Burk;None;None;GRAWA;22.03.2009;Deutschland;M;14;;85;
Peter Bartmann;None;BY;BVDK;05.11.2016;None;M;64~;;95;
Stefan Häußner;None;None;BVDK;01.01.2019;None;M;31;;100;
Bastian Schwark;None;None;GRAWA;22.03.2009;None;M;;;105;
Michael Weyand;None;None;GRAWA;13.11.2010;None;M;46;;105;
Jens Marquardt;None;BB;BVDK;13.09.2015;None;M;50;;105;
Otto Kram;None;None;GRAWA;27.10.2012;None;M;;;92,5;
Fatih Kedilioglu;None;None;UPC-Germany;01.03.2017;None;M;;;102,5;
Joe Miethner;None;MV;BVDK;04.11.2017;None;M;15~;;95;
Kevin Hecht;None;NRW;BVDK;04.09.2021;None;M;23~;;110;
Ursula Muller;None;None;BVDG;01.12.1984;None;W;;;62,5;
Frank Beyer;None;BB;BVDK;13.09.2015;Deutschland;M;63;;122,5;
Alexius Koch;None;BY;BVDK;14.07.2018;None;M;56~;;110;
Evgenia Matsokina;None;NI;BVDK;14.09.2019;None;W;28~;;57,5;
Gisela Witte;None;None;WUAP;16.06.2015;Deutschland;W;57;;72,5;
Stephan Schröder;None;SH;BVDK;04.03.2017;None;M;51~;;107,5;
Gunter Kirchner;None;None;GRAWA;31.05.2014;Deutschland;M;70~;;100;
Josef Ziegeltram;None;None;BVDG;14.12.1985;None;M;40~;;90;
Melissa Stoebke Carbonel;None;NRW;BVDK;19.05.2018;None;W;14~;;;55
Eduard Pobivanez;None;NRW;BVDK;26.01.2019;None;M;;;95;
Alexy Kvint;None;TH;BVDK;25.08.2018;None;M;17~;;107,5;
Jan Niklas;None;NRW;BVDK;25.05.2013;None;M;;;85;
Antony Leber;None;None;GRAWA;14.11.2009;None;M;;;105;
Fabian Schwabe;None;None;BVDK;05.11.2021;None;M;15~;;82,5;
Gudrun Bifenius;None;None;BVDG;14.12.1985;None;W;18~;;65;
Philipp Matthäi;None;None;GPU;01.01.2018;None;M;26;;85;
Simone Wenzlaw;None;None;GRAWA;22.10.2011;Deutschland;W;;;62,5;
Sergej Hoffmann;None;NRW;BVDK;26.01.2019;None;M;;;105;
Fabian Keruth;None;None;GRAWA;17.03.2012;None;M;;;105;
Sabine Koß;None;None;BVDG;01.12.1984;None;W;;;60;
Toni Lewenhagen;None;None;GRAWA;13.03.2010;None;M;;;105;
Gerd Rickershenrich;None;None;GRAWA;08.11.2009;None;M;62~;;107,5;
Dr. Holfeld Martin;None;HE;BVDK;10.11.2018;None;M;54~;;87,5;
Maxinilian Sterlepper;None;HE;BVDK;29.10.2016;None;M;16;;90;
Niclas Göb;None;None;BVDK;01.01.2019;None;M;23~;;115;
Mirco Bonnemann;None;NRW;BVDK;01.09.2012;None;M;;;85;
David Demidov;None;None;GPU;31.07.2021;Deutschland;M;19;;105;
Christian Scharf;None;None;BVDK;05.11.2021;None;M;64~;;107,5;
Ulrich Schmahl;None;None;BVDG;19.11.1983;None;M;;;82,5;
Claudia Hoch;None;None;BVDG;14.12.1985;None;W;16~;;55;
Ibragim Rahimov;None;None;BVDK;29.02.2020;None;M;33~;;77,5;
Thyronne Herter;None;None;Germany-UA;01.12.2005;None;M;;;95;
Holm Lichtenfeld;None;ST;BVDK;09.06.2018;Deutschland;M;60~;;95;
Peter Arning;None;NRW;BVDK;31.10.2015;Deutschland;M;72;;;120
Sven Heinecke;None;None;GRAWA;22.10.2011;None;M;;;80;
Martin Eimannsberger;None;BY;GRAWA;01.11.2014;None;M;;;110;
Faisal Abassi;None;HE;BVDK;27.07.2019;None;M;19~;;92,5;
Christopher Willems;None;None;GRAWA;22.03.2009;None;M;;;87,5;
Armin Schambeck;None;None;BVDG;22.10.1983;None;M;;;97,5;
Tobias Zukale;None;ST;BVDK;17.10.2020;None;M;17~;;87,5;
Dos Santos Delgados;None;BY;BVDK;21.04.2018;None;M;;;107,5;
Peter Bayerowicz;None;BB;BVDK;15.09.2012;None;M;60~;;100;
Heiner Haft;None;HE;BVDK;25.10.2014;None;M;70;;100;
Robert Hennings;None;NI;BVDK;22.04.2017;None;M;16;;95;
Irina Hoppner-Schmalz;None;None;GRAWA;12.03.2011;Deutschland;W;34~;;60;
Marvin Rangnit;None;NRW;BVDK;26.01.2019;Deutschland;M;21;;110;
Steffen Engelhardt;None;BB;BVDK;04.10.2013;None;M;20;;95;
Ben Simon;None;None;BVDK;05.11.2021;None;M;16~;;100;
Bernd Petersen;None;None;BVDK;29.02.2020;None;M;70~;;120;
Joachim Müller;None;None;GPU;02.05.2022;Deutschland;M;70;;92,5;
Michael Stricker;None;None;GDFPF;16.10.2021;None;M;65;;110;
Tony Prüfer;None;TH;BVDK;14.04.2018;None;M;28~;;90;
Gert Rickers;None;None;GRAWA;10.04.2011;None;M;;;105;
Korbinian Maier;None;None;BVDK;17.11.2018;None;M;28~;;115;
Yannis Dahlmann;None;None;GPU;16.04.2016;Deutschland;M;21~;;117,5;
Robin Schnurr;None;BW;BVDK;08.04.2017;None;M;21;;107,5;
Heinrich Haft;None;HE;BVDK;31.10.2015;Deutschland;M;71;;100;
Bernhard Freybe;None;None;BVDK;05.11.2021;None;M;76;;105;
Nadine Rommel;None;HE;BVDK;07.08.2021;None;W;40;;72,5;
Michael Stangl;None;None;BVDG;22.10.1983;Deutschland;M;15;;80;
Ursula Eulensstein;None;None;WPF;17.06.2017;Deutschland;W;67;;72,5;
Gert Rickershenrich;None;None;GRAWA;09.10.2010;None;M;62~;105;;
Diana Bisping;None;None;GRAWA;07.12.2008;None;W;;;62,5;
Petra Mayer;None;None;BVDG;01.12.1984;None;W;21~;;55;
Sabrina Boy;None;BY;BVDK;05.11.2016;None;W;34;;55;
Heidrun Böhner;None;None;BVDG;01.12.1984;None;W;21~;;52,5;
Angela Schroth;None;None;BVDG;14.12.1985;None;W;30~;;57,5;
Margit Hoffmann;None;None;BVDG;01.12.1984;None;W;;;62,5;
Karin Kaule Inge;None;None;GPC;06.09.2010;Deutschland;W;57~;;55;
Jürgen Meier;None;BB;BVDK;13.08.2019;None;M;;;97,5;
Kristina Pucher;None;None;BVDK;05.11.2021;None;W;50~;;60;
Rene Kraemer;None;None;GRAWA;13.11.2010;None;M;;;115;
Alexander Braun;None;BY;BVDK;02.03.2013;None;M;19;;100;
Jurgen Huber;None;None;BVDG;01.12.1984;None;M;;;80;
Arman Neysi;None;None;Germany-UA;09.12.2006;None;M;;;80;
Sylvia Fischer;None;None;BVDG;01.12.1984;None;W;26~;;57,5;
Johann Mehlmann;None;NRW;BVDK;04.09.2021;None;M;37~;;115;
Frank Schieferle;None;BY;BVDK;21.04.2018;None;M;;;112,5;
Peter Kienas;None;BB;BVDK;04.05.2019;None;M;61;;115;
Marlon Krohm;None;BY;BVDK;05.11.2016;None;M;17;;107,5;
Armin Bice;None;None;BVDG;22.10.1983;None;M;;;95;
Achim Ernst;None;None;GRAWA;12.04.2014;None;M;61~;;102,5;
Kevin Böcker;None;None;GRAWA;28.11.2009;None;M;;;90;
Anton Engel;None;BB;BVDK;13.08.2019;None;M;;;105;
Marion Krohm;None;MV;BVDK;17.03.2018;None;M;19~;;112,5;
Kilian Kindermann;None;BY;BVDK;14.07.2018;None;M;17~;;105;
Stefan Lauer;None;None;GDFPF;16.10.2021;None;M;60;;110;
Nicole Henning;None;None;GRAWA;13.05.2012;None;W;;;67,5;
Andrea Schmid;None;None;BVDG;01.12.1984;None;W;;;57,5;
Hegner Heide;None;HE;BVDK;25.10.2014;None;W;57;;65;
Andre Löffler;None;BY;BVDK;14.07.2018;None;M;31;;107,5;
Sabine Trapp;None;None;BVDG;01.12.1984;None;W;;;65;
Gerd Rickershennrich;None;None;GRAWA;13.03.2010;None;M;;;105;
Arne Stauner;None;None;GPU;01.02.2020;Deutschland;M;50;;120;
Angelika Noc;None;None;BVDG;01.12.1984;None;W;;;55;
Julia Leuffert;None;MV;BVDK;18.03.2017;None;W;24~;;62,5;
Marcel Niemeyer;None;None;BVDK;14.04.2018;None;M;19;;92,5;
Emil Erb;None;None;BVDK;01.01.2019;None;M;68;;105;
Dennis Peters;None;NRW;BVDK;26.01.2019;Deutschland;M;19;;117,5;
Umair Masood;None;BB;BVDK;13.08.2019;None;M;;;80;
Niclas Schupp;None;HE;BVDK;29.10.2016;None;M;16;;92,5;
Giuseppe Pirrone;None;BY;BVDK;02.03.2013;None;M;25;;100;
Klaus-Jürgen Jahn;None;BB;BVDK;21.09.2014;None;M;67;;100;
Arnhold Müller;None;None;WPU;01.11.2012;Deutschland;M;17;;87,5;
Rudi E Englert;None;HE;BVDK;28.10.2017;None;M;71~;;95;
Yannik Pleier;None;None;Germany-UA;01.12.2008;None;M;;;100;
Alexander Maier;None;None;BVDK;01.01.2019;None;M;25~;;97,5;
Dieter Richter;None;BB;BVDK;15.09.2012;None;M;67~;;90;
Sabine De Voss;None;None;BVDG;14.12.1985;None;W;23~;;57,5;
Vasileios Tsanakas;None;None;BVDK;01.01.2019;None;M;37~;;110;
Henrik Gussgen;None;None;GRAWA;07.06.2009;None;M;;;100;
Felix Kallinowski;None;NRW;BVDK;25.05.2013;None;M;;;90;
Gerom Bruns;None;NRW;BVDK;26.01.2019;None;M;;;110;
Ibrahim Rahimov;None;MV;UPC-Germany;05.10.2019;None;M;;;72,5;
Mathias Pfaff;None;None;GRAWA;22.03.2009;None;M;;;110;
David Kopplin;None;BB;BVDK;18.03.2017;None;M;24~;;77,5;
Stefan Stolz;None;None;GRAWA;05.06.2011;None;M;;;90;
Daniel Diel;None;MV;BVDK;18.03.2017;None;M;17~;;97,5;
Martin Jakobi;None;NRW;BVDK;26.01.2019;None;M;;;92,5;
Patrick Kosc;None;BY;BVDK;02.03.2013;None;M;20;;90;
Babett Streil;None;None;Germany-UA;01.12.2005;None;W;;;75;
Albert Kicikowski;None;MV;BVDK;17.03.2018;None;M;16~;;107,5;
Daniel Lillpopp;None;None;GRAWA;12.03.2016;None;M;;;100;
Friedemann Weigel;None;SN;BVDK;24.11.2018;None;M;64;;105;
Andre Binde;None;None;UPC-Germany;27.03.2015;None;M;;;90;
Eric Weidner;None;BB;BVDK;13.09.2015;None;M;26~;;110;
Frank Schackmann;None;None;GRAWA;13.11.2010;None;M;;;100;
Silvio Heinke;None;None;UPC-Germany;31.03.2016;None;M;;;80;
Marita Ripper;None;None;BVDG;14.12.1985;None;W;20~;;57,5;
Sascha Bickmeier;None;None;GRAWA;12.03.2011;None;M;;;100;
Fleissner Benedikt;None;BY;BVDK;08.06.2019;None;M;26;;100;
Bernd Weber;None;None;GRAWA;15.05.2010;None;M;;;95;
Adrian Jenßen;None;None;BVDK;05.11.2021;None;M;14~;;90;
Jürgen Mehnert;None;MV;UPC-Germany;10.03.2019;None;M;;;110;
Sascha Schmitz;None;NRW;GDFPF;13.04.2019;None;M;47;;110;
